scene,profile,image_name,psnr,ssim,lpips,latency_ms
room,b0,DSCF4667.JPG,29.853015899658203,0.9193839430809021,0.07631683349609375,5.213395983446389
room,b0,DSCF4675.JPG,34.87867736816406,0.946494460105896,0.06187392771244049,5.011054978240281
room,b0,DSCF4683.JPG,34.619625091552734,0.9460026621818542,0.06014236807823181,4.637501027900726
room,b0,DSCF4691.JPG,34.6405143737793,0.9483787417411804,0.062312398105859756,4.704987048171461
room,b0,DSCF4699.JPG,33.81387710571289,0.9671642184257507,0.036499980837106705,4.759586008731276
room,b0,DSCF4707.JPG,28.802082061767578,0.9320263862609863,0.07066041231155396,5.400441004894674
room,b0,DSCF4715.JPG,33.35560607910156,0.9445473551750183,0.05966242030262947,4.752671986352652
room,b0,DSCF4723.JPG,32.98276138305664,0.9626973271369934,0.037823278456926346,4.957334022037685
room,b0,DSCF4731.JPG,30.535938262939453,0.9441784620285034,0.06357633322477341,5.075649998616427
room,b0,DSCF4739.JPG,33.960784912109375,0.9668435454368591,0.0300314798951149,4.919510043691844
room,b0,DSCF4747.JPG,33.778987884521484,0.9552294015884399,0.059827450662851334,4.862478002905846
room,b0,DSCF4755.JPG,34.89363479614258,0.9599957466125488,0.05063627287745476,4.458935000002384
room,b0,DSCF4763.JPG,34.42938995361328,0.9628251791000366,0.03198994696140289,4.657483019400388
room,b0,DSCF4771.JPG,32.07545852661133,0.9460278153419495,0.06318143010139465,4.995003982912749
room,b0,DSCF4779.JPG,29.403348922729492,0.9500983357429504,0.05562068521976471,4.922949010506272
room,b0,DSCF4787.JPG,33.013763427734375,0.9238300323486328,0.1113658994436264,4.537975008133799
room,b0,DSCF4795.JPG,31.867216110229492,0.9435006976127625,0.06499139964580536,5.11074997484684
room,b0,DSCF4803.JPG,34.89973449707031,0.966077446937561,0.04894433543086052,4.7891519498080015
room,b0,DSCF4811.JPG,32.01276779174805,0.9608312249183655,0.050693511962890625,4.619894956704229
room,b0,DSCF4819.JPG,29.17721939086914,0.9452961087226868,0.05467431992292404,5.342298012692481
room,b0,DSCF4827.JPG,30.656740188598633,0.9424545168876648,0.06041567027568817,4.69606596743688
room,b0,DSCF4835.JPG,30.213165283203125,0.9191114902496338,0.1347297877073288,4.670276015531272
room,b0,DSCF4843.JPG,32.73990249633789,0.9483715295791626,0.042418718338012695,5.2057019784115255
room,b0,DSCF4851.JPG,27.395483016967773,0.9121618866920471,0.09325198084115982,4.920698993373662
room,b0,DSCF4859.JPG,29.827701568603516,0.9338383078575134,0.08588120341300964,4.642785992473364
room,b0,DSCF4867.JPG,31.90825843811035,0.957358717918396,0.058269258588552475,4.639595979824662
room,b0,DSCF4875.JPG,31.15148162841797,0.934188723564148,0.05915845185518265,4.730608023237437
room,b0,DSCF4883.JPG,32.33975601196289,0.9414304494857788,0.08163532614707947,4.087253008037806
room,b0,DSCF4891.JPG,30.212255477905273,0.9193697571754456,0.1171339675784111,4.191562009509653
room,b0,DSCF4899.JPG,29.420467376708984,0.9256657958030701,0.08247268944978714,4.066969035193324
room,b0,DSCF4907.JPG,31.34097671508789,0.9210248589515686,0.12089709937572479,4.1458600317128
room,b0,DSCF4915.JPG,32.531898498535156,0.8783003687858582,0.18620416522026062,4.311595985200256
room,b0,DSCF4923.JPG,28.36147689819336,0.9369369149208069,0.06232355535030365,4.645904002245516
room,b0,DSCF4931.JPG,29.813180923461914,0.929913341999054,0.0952434092760086,4.2029330506920815
room,b0,DSCF4939.JPG,22.10133171081543,0.9291736483573914,0.18804609775543213,4.130501009058207
room,b0,DSCF4947.JPG,26.887222290039062,0.9424911737442017,0.13736501336097717,4.631114017684013
room,b0,DSCF4955.JPG,23.537906646728516,0.8767012357711792,0.2399548888206482,3.883764031343162
room,b0,DSCF4963.JPG,32.51518249511719,0.957661509513855,0.09181136637926102,4.364846972748637
room,b0,DSCF4971.JPG,31.279617309570312,0.9284898042678833,0.11453991383314133,4.315040016081184
room,b1,DSCF4667.JPG,29.997615814208984,0.92096346616745,0.07499734312295914,3.9783239481039345
room,b1,DSCF4675.JPG,35.05029296875,0.9511235356330872,0.05348534137010574,3.680973022710532
room,b1,DSCF4683.JPG,34.633766174316406,0.9506093263626099,0.049782127141952515,3.549161017872393
room,b1,DSCF4691.JPG,34.59539031982422,0.9526223540306091,0.05201870948076248,3.706497955136001
room,b1,DSCF4699.JPG,33.83285140991211,0.9678669571876526,0.03451746329665184,3.6418689996935427
room,b1,DSCF4707.JPG,28.69841766357422,0.931955873966217,0.06883673369884491,3.823456005193293
room,b1,DSCF4715.JPG,33.44940948486328,0.9497211575508118,0.0495036281645298,3.683965012896806
room,b1,DSCF4723.JPG,33.74789810180664,0.9656868577003479,0.035026442259550095,3.6866869777441025
room,b1,DSCF4731.JPG,30.5978946685791,0.9456305503845215,0.06378060579299927,3.8466789992526174
room,b1,DSCF4739.JPG,34.09885787963867,0.9682329893112183,0.029661310836672783,3.8743059849366546
room,b1,DSCF4747.JPG,33.68315505981445,0.9596723914146423,0.050181105732917786,3.6823879927396774
room,b1,DSCF4755.JPG,34.62358093261719,0.961446225643158,0.04796239361166954,3.3053719671443105
room,b1,DSCF4763.JPG,34.39692687988281,0.9638604521751404,0.02999608963727951,3.5618949914351106
room,b1,DSCF4771.JPG,32.20696258544922,0.949637770652771,0.060517579317092896,3.829635970760137
room,b1,DSCF4779.JPG,29.013858795166016,0.951306164264679,0.05297147110104561,3.5806119558401406
room,b1,DSCF4787.JPG,33.14700698852539,0.9309776425361633,0.09788255393505096,3.4826730261556804
room,b1,DSCF4795.JPG,32.53658676147461,0.9511900544166565,0.05328968167304993,3.866678976919502
room,b1,DSCF4803.JPG,34.87997055053711,0.9659689664840698,0.05012933909893036,3.545660001691431
room,b1,DSCF4811.JPG,31.89518165588379,0.9617882966995239,0.053920187056064606,3.677011001855135
room,b1,DSCF4819.JPG,29.07437515258789,0.9460048079490662,0.0513816773891449,3.8771399995312095
room,b1,DSCF4827.JPG,30.540830612182617,0.9443731904029846,0.0568285807967186,3.560665005352348
room,b1,DSCF4835.JPG,30.198917388916016,0.9187889099121094,0.13641799986362457,3.5844430094584823
room,b1,DSCF4843.JPG,32.77107620239258,0.9500293731689453,0.03783685714006424,3.759785962756723
room,b1,DSCF4851.JPG,27.29840087890625,0.9132434129714966,0.09084318578243256,3.644569020252675
room,b1,DSCF4859.JPG,29.857620239257812,0.934992790222168,0.08377285301685333,3.405757015570998
room,b1,DSCF4867.JPG,32.2186164855957,0.9585254788398743,0.059053804725408554,3.5941540263593197
room,b1,DSCF4875.JPG,30.73434829711914,0.9306240081787109,0.05726710334420204,3.4406809718348086
room,b1,DSCF4883.JPG,32.31059646606445,0.9448044300079346,0.07626499980688095,3.1006880453787744
room,b1,DSCF4891.JPG,30.163375854492188,0.9205082654953003,0.11340267956256866,3.1207319698296487
room,b1,DSCF4899.JPG,29.442604064941406,0.9269933104515076,0.08268453180789948,2.9929709853604436
room,b1,DSCF4907.JPG,31.275131225585938,0.9220463633537292,0.11714540421962738,3.110810008365661
room,b1,DSCF4915.JPG,32.54011154174805,0.8878244161605835,0.15784233808517456,3.237181983422488
room,b1,DSCF4923.JPG,28.35653305053711,0.9389505982398987,0.059748098254203796,3.408219025004655
room,b1,DSCF4931.JPG,29.841949462890625,0.933448314666748,0.09255126863718033,3.076891996897757
room,b1,DSCF4939.JPG,24.355966567993164,0.9405853152275085,0.16961021721363068,3.122878959402442
room,b1,DSCF4947.JPG,26.896068572998047,0.9445309638977051,0.1246449425816536,3.404996998142451
room,b1,DSCF4955.JPG,23.661773681640625,0.8813835978507996,0.23324978351593018,2.929376030806452
room,b1,DSCF4963.JPG,34.37525939941406,0.9619374871253967,0.10019741952419281,3.1701059779152274
room,b1,DSCF4971.JPG,31.119384765625,0.9311877489089966,0.10573749244213104,3.1078389729373157
room,a1,DSCF4667.JPG,30.001365661621094,0.9225307106971741,0.07274089008569717,3.6872089840471745
room,a1,DSCF4675.JPG,34.792030334472656,0.9503946900367737,0.05422304570674896,3.3429760369472206
room,a1,DSCF4683.JPG,34.584381103515625,0.9503026008605957,0.04976780340075493,3.3842750126495957
room,a1,DSCF4691.JPG,34.70272445678711,0.9532462358474731,0.05184270069003105,3.3834169735200703
room,a1,DSCF4699.JPG,33.21082305908203,0.9666893482208252,0.03748215734958649,3.486440982669592
room,a1,DSCF4707.JPG,28.046491622924805,0.9232143759727478,0.06683710962533951,3.6865199799649417
room,a1,DSCF4715.JPG,33.41294479370117,0.9496878385543823,0.049958840012550354,3.446837014053017
room,a1,DSCF4723.JPG,32.22208023071289,0.961848258972168,0.03957574442028999,3.4832420060411096
room,a1,DSCF4731.JPG,30.508609771728516,0.9454425573348999,0.06424698233604431,3.6073519731871784
room,a1,DSCF4739.JPG,33.671287536621094,0.9682039022445679,0.029443128034472466,3.558390017133206
room,a1,DSCF4747.JPG,33.67778778076172,0.9597986936569214,0.050556980073451996,3.4873210242949426
room,a1,DSCF4755.JPG,34.67317199707031,0.9622103571891785,0.04852980375289917,3.325993020553142
room,a1,DSCF4763.JPG,34.13162612915039,0.9645287394523621,0.029768016189336777,3.3984510228037834
room,a1,DSCF4771.JPG,31.8055419921875,0.945561408996582,0.07418686151504517,3.7716419901698828
room,a1,DSCF4779.JPG,27.64814567565918,0.9460746645927429,0.06137268617749214,3.4399289870634675
room,a1,DSCF4787.JPG,32.7795295715332,0.9311062097549438,0.09885464608669281,3.3247380051761866
room,a1,DSCF4795.JPG,31.530475616455078,0.9477329850196838,0.06208300217986107,3.747846989426762
room,a1,DSCF4803.JPG,34.62985610961914,0.965641438961029,0.04971981421113014,3.3778249635361135
room,a1,DSCF4811.JPG,32.0318603515625,0.9620585441589355,0.0535297691822052,3.3935870160348713
room,a1,DSCF4819.JPG,29.146108627319336,0.9475587606430054,0.05309520289301872,3.6400320241227746
room,a1,DSCF4827.JPG,30.400310516357422,0.9446061849594116,0.05683141201734543,3.4219580120407045
room,a1,DSCF4835.JPG,29.779165267944336,0.9175609350204468,0.13538643717765808,3.4271880285814404
room,a1,DSCF4843.JPG,32.376426696777344,0.9495934844017029,0.0383230596780777,3.6019409890286624
room,a1,DSCF4851.JPG,27.178091049194336,0.9133800864219666,0.0933113619685173,3.4360350109636784
room,a1,DSCF4859.JPG,29.522174835205078,0.9350429177284241,0.0829736590385437,3.300078969914466
room,a1,DSCF4867.JPG,32.20222854614258,0.959710955619812,0.05609156936407089,3.3622600021772087
room,a1,DSCF4875.JPG,31.07024574279785,0.9398306012153625,0.0543399378657341,3.2436370383948088
room,a1,DSCF4883.JPG,32.29144287109375,0.9450124502182007,0.07421495020389557,2.9540839605033398
room,a1,DSCF4891.JPG,30.278501510620117,0.9222514033317566,0.11247212439775467,3.084669995587319
room,a1,DSCF4899.JPG,29.4484920501709,0.9280955195426941,0.07905960083007812,2.8789350180886686
room,a1,DSCF4907.JPG,31.265562057495117,0.9228123426437378,0.11496644467115402,2.983361016958952
room,a1,DSCF4915.JPG,32.495086669921875,0.8879007697105408,0.15754231810569763,3.0633489950560033
room,a1,DSCF4923.JPG,26.69887351989746,0.9344030618667603,0.06546585261821747,3.279942029621452
room,a1,DSCF4931.JPG,29.812440872192383,0.9322254061698914,0.09511192888021469,3.0024389852769673
room,a1,DSCF4939.JPG,19.830890655517578,0.9247422218322754,0.17967307567596436,2.8374679968692362
room,a1,DSCF4947.JPG,26.20401954650879,0.939149022102356,0.13916133344173431,3.2802189816720784
room,a1,DSCF4955.JPG,23.29201889038086,0.8752796649932861,0.24344727396965027,2.7971240342594683
room,a1,DSCF4963.JPG,31.986692428588867,0.9567674398422241,0.10085935890674591,3.039101022295654
room,a1,DSCF4971.JPG,31.241233825683594,0.9309239983558655,0.1078295111656189,2.930569986347109
